07.05.2020  19:54:35: ___ 2020-5-7 19:42:26;S;-761;74200;25920127683205;25920128502673;1100129;1100129;1;74276;25920127693986;25920128723420;9210011;9210011;
2020-5-7 19:47:19;S;-371;74239;25920127687823;25920128594554;1156369;1156369;1;74276;25920127693987;25920128723421;9636511;9636511;
;
